 # CO2 IR 
 # For interval boundaries, see corresponding files  
 #Temperature(K)  100,  150,  200,  250,  300,  350,  400,  600, 
 #P(bar) 1.00e-05, 1.00e-04, 1.00e-03, 1.00e-02, 1.00e-01, 1.00e+00, 1.00e+01, 1.00e+02, 

  Quadrature weights w(quad)        Quadrature abscissas (g)
  0.01000   4.07406e-23 2.85353e-22 1.40886e-21 1.95137e-20 1.30158e-19 2.58881e-19 9.11829e-19 4.83253e-18 
  0.10000   3.40704e-22 2.26407e-21 9.57197e-21 8.98041e-20 4.37461e-19 8.08281e-19 1.92093e-18 5.26481e-18 
  1.00000   2.17965e-21 9.78043e-21 4.04931e-20 2.02637e-19 4.44318e-19 5.39760e-19 1.48065e-18 3.21751e-18 
 10.00000   3.99160e-21 1.61611e-20 9.15289e-20 1.15225e-19 5.05768e-19 7.27398e-19 1.02890e-18 1.19448e-18 
100.00000   4.10333e-21 1.20185e-20 5.11066e-20 1.26725e-19 1.63751e-19 1.64778e-19 1.65644e-19 1.66308e-19 

         13
          350.0
  0.00001   1.46843e-25 9.21488e-25 1.21069e-23 6.66772e-22 1.35963e-20 4.76941e-20 3.16418e-19 2.70418e-18 
  0.00010   1.01831e-24 5.71442e-24 4.59805e-23 1.29416e-21 1.78915e-20 5.63107e-20 3.28822e-19 2.71902e-18 
  0.00100   8.32707e-24 4.28544e-23 2.65273e-22 4.55169e-21 4.29912e-20 1.01644e-19 4.31338e-19 2.85092e-18 
  0.01000   7.17271e-23 3.63686e-22 1.86895e-21 2.49012e-20 1.67606e-19 3.11232e-19 9.63762e-19 4.33675e-18 
  0.10000   5.85982e-22 2.87189e-21 1.19473e-20 1.04614e-19 4.58776e-19 8.20813e-19 1.84528e-18 4.91902e-18 
  1.00000   3.71552e-21 1.39334e-20 4.33562e-20 1.98046e-19 4.37827e-19 5.43530e-19 1.50376e-18 3.03319e-18 
 10.00000   6.54786e-21 2.30336e-20 8.99927e-20 1.05789e-19 5.03899e-19 7.32248e-19 1.04412e-18 1.22271e-18 
100.00000   6.71566e-21 1.58396e-20 5.28567e-20 1.30548e-19 1.73997e-19 1.75882e-19 1.76858e-19 1.77606e-19 

         13
          400.0
  0.00001   2.83134e-25 1.76490e-24 2.89835e-23 1.55149e-21 2.87921e-20 8.89266e-20 4.92517e-19 3.47862e-18 
  0.00010   1.79913e-24 8.95760e-24 8.10995e-23 2.37275e-21 3.29835e-20 9.68729e-20 5.03355e-19 3.48917e-18 
  0.00100   1.35454e-23 6.03448e-23 3.80447e-22 6.60797e-21 6.15876e-20 1.42900e-19 5.83154e-19 3.47066e-18 
  0.01000   1.13842e-22 4.73810e-22 2.43907e-21 3.14116e-20 2.09929e-19 3.69121e-19 1.02434e-18 4.02487e-18 
  0.10000   8.73260e-22 3.42771e-21 1.43922e-20 1.19817e-19 4.93974e-19 8.19616e-19 1.76101e-18 4.54423e-18 
  1.00000   5.34971e-21 1.81294e-20 4.68157e-20 1.93197e-19 4.39143e-19 5.38201e-19 1.47600e-18 2.83486e-18 
 10.00000   9.59043e-21 2.94727e-20 8.42526e-20 1.00144e-19 4.92797e-19 7.22233e-19 1.04238e-18 1.22271e-18 
100.00000   9.65102e-21 1.94889e-20 5.36556e-20 1.32795e-19 1.81846e-19 1.84329e-19 1.85704e-19 1.86504e-19 

         13
          600.0
  0.00001   1.54315e-24 1.75012e-23 5.01950e-22 1.65514e-20 1.74039e-19 3.61142e-19 1.16387e-18 4.73186e-18 
  0.00010   7.88177e-24 4.60510e-23 6.99207e-22 1.75497e-20 1.76058e-19 3.63470e-19 1.16558e-18 4.72329e-18 
  0.00100   5.09878e-23 2.05312e-22 1.55389e-21 2.49010e-20 1.97579e-19 3.86707e-19 1.18166e-18 4.63880e-18 
  0.01000   3.76547e-22 1.23127e-21 6.13853e-21 6.57801e-20 3.47589e-19 5.53347e-19 1.30197e-18 4.08647e-18 
  0.10000   2.49794e-21 7.17801e-21 2.62562e-20 1.72539e-19 5.53490e-19 7.78071e-19 1.43309e-18 3.20550e-18 
  1.00000   1.24166e-20 2.64414e-20 5.85132e-20 1.73418e-19 4.03092e-19 6.10172e-19 1.26822e-18 1.94899e-18 
 10.00000   2.29666e-20 4.50612e-20 6.96505e-20 1.00977e-19 4.51054e-19 6.43058e-19 9.36121e-19 1.07397e-18 
100.00000   2.08659e-20 2.99553e-20 5.44265e-20 1.31500e-19 1.95181e-19 1.99531e-19 2.02184e-19 2.03154e-19 

         14
          100.0
  0.00001   2.42364e-34 1.81271e-33 1.34816e-30 1.18248e-28 1.15596e-27 2.57857e-27 1.98989e-26 6.11779e-25 
  0.00010   2.37752e-33 1.72441e-32 1.07249e-29 1.05739e-27 9.13495e-27 1.90118e-26 1.18138e-25 4.05202e-24 
  0.00100   2.35873e-32 1.66108e-31 9.50997e-29 9.88541e-27 8.04362e-26 1.61572e-25 9.36676e-25 2.42905e-23 
  0.01000   2.32043e-31 1.56675e-30 8.31856e-28 9.08357e-26 7.15773e-25 1.38609e-24 7.25152e-24 1.53583e-22 
  0.10000   2.08391e-30 1.26986e-29 4.68847e-27 7.77402e-25 5.01101e-24 8.02221e-24 2.78639e-23 1.41195e-22 
  1.00000   1.19750e-29 5.84969e-29 2.41235e-26 3.87353e-24 8.61400e-24 1.04993e-23 1.55133e-23 1.21723e-22 
 10.00000   2.02212e-29 8.54463e-29 5.45216e-26 4.68956e-24 9.68022e-24 1.35944e-23 2.00920e-23 2.27659e-23 
100.00000   1.13978e-29 3.63635e-29 6.38195e-26 1.48964e-24 2.81837e-24 2.92600e-24 3.03675e-24 3.26930e-24 

         14
          150.0
  0.00001   1.45601e-31 1.22539e-30 2.58817e-28 6.02087e-27 6.75925e-26 1.83409e-25 1.80368e-24 4.93230e-23 
  0.00010   1.42222e-30 1.07777e-29 2.03182e-27 3.95025e-26 3.38119e-25 7.86800e-25 6.06318e-24 1.03749e-22 
  0.00100   1.40402e-29 1.00226e-28 1.71387e-26 3.04047e-25 2.32045e-24 4.95511e-24 2.88293e-23 4.54238e-22 
  0.01000   1.38214e-28 9.26861e-28 1.37406e-25 2.54114e-24 1.68370e-23 3.36050e-23 1.80872e-22 3.16492e-21 
  0.10000   1.30942e-27 7.05906e-27 8.50569e-25 1.71871e-23 1.04918e-22 1.83550e-22 6.86312e-22 3.51427e-21 
  1.00000   9.73207e-27 3.09211e-26 3.67506e-24 8.50917e-23 2.09175e-22 2.60428e-22 3.72493e-22 3.06305e-21 
 10.00000   1.88066e-26 4.01839e-26 6.42106e-24 1.07343e-22 1.97927e-22 3.05935e-22 5.67805e-22 7.19405e-22 
100.00000   1.14394e-26 2.31304e-26 5.96571e-24 5.44891e-23 9.34680e-23 9.80491e-23 1.02852e-22 1.10307e-22 

         14
          200.0
  0.00001   3.46919e-30 4.97388e-29 2.30368e-27 7.40326e-26 1.10578e-24 3.39332e-24 3.86977e-23 7.72334e-22 
  0.00010   3.23194e-29 3.67475e-28 1.89877e-26 3.57366e-25 3.69904e-24 8.66024e-24 6.87500e-23 9.23154e-22 
  0.00100   3.08393e-28 3.10272e-27 1.71252e-25 2.35939e-24 1.76125e-23 3.74184e-23 2.14226e-22 2.05671e-21 
  0.01000   2.96189e-27 2.74892e-26 1.57335e-24 1.72659e-23 1.08174e-22 2.11558e-22 9.52792e-22 1.29306e-20 
  0.10000   2.72296e-26 2.00315e-25 1.16325e-23 9.60750e-23 4.72479e-22 9.20367e-22 3.49389e-21 1.72572e-20 
  1.00000   1.97554e-25 8.21598e-25 4.10737e-23 3.85820e-22 1.02303e-21 1.32560e-21 1.90590e-21 1.45870e-20 
 10.00000   4.96242e-25 1.03749e-24 7.02063e-23 4.75515e-22 8.07553e-22 1.31491e-21 2.95321e-21 4.13521e-21 
100.00000   3.61875e-25 6.01500e-25 5.52123e-23 3.17919e-22 5.46459e-22 5.79060e-22 6.12099e-22 6.50585e-22 

         14
          250.0
  0.00001   3.02769e-29 6.54240e-28 1.20410e-26 5.61334e-25 9.37397e-24 2.93752e-23 3.11628e-22 3.90734e-21 
  0.00010   2.60896e-28 3.94803e-27 7.37226e-26 1.87188e-24 2.11931e-23 5.30281e-23 3.97328e-22 4.11525e-21 
  0.00100   2.34873e-27 2.90695e-26 5.72152e-25 9.51522e-24 7.63250e-23 1.59894e-22 8.52793e-22 6.86412e-21 
  0.01000   2.17908e-26 2.34976e-25 4.84649e-24 6.16484e-23 3.67368e-22 7.15816e-22 2.97642e-21 2.84625e-20 
  0.10000   1.89450e-25 1.62555e-24 3.88933e-23 2.94833e-22 1.34957e-21 2.46186e-21 9.10025e-21 4.37885e-20 
  1.00000   1.21407e-24 6.33394e-24 1.65567e-22 9.91160e-22 2.60741e-21 3.40193e-21 5.06532e-21 3.51759e-20 
 10.00000   3.20873e-24 8.63297e-24 2.84009e-22 1.11639e-21 1.75731e-21 2.93229e-21 7.70038e-21 1.16241e-20 
100.00000   2.82010e-24 4.45233e-24 2.08471e-22 8.74049e-22 1.56408e-21 1.68157e-21 1.79498e-21 1.90440e-21 

         14
          300.0
  0.00001   1.54618e-28 3.87693e-27 5.90498e-26 3.25457e-24 5.46130e-23 1.54621e-22 1.29910e-21 1.28793e-20 
  0.00010   1.29238e-27 2.24824e-26 2.63254e-25 7.27782e-24 8.46433e-23 2.12066e-22 1.43445e-21 1.31808e-20 
  0.00100   1.10469e-26 1.48261e-25 1.66907e-24 2.89369e-23 2.31518e-22 4.93424e-22 2.40022e-21 1.67944e-20 
  0.01000   9.77927e-26 1.10432e-24 1.26415e-23 1.59534e-22 9.24414e-22 1.71979e-21 6.58716e-21 4.69391e-20 
  0.10000   7.80630e-25 7.04528e-24 8.63961e-23 6.84394e-22 2.93537e-21 5.10893e-21 1.66968e-20 7.75235e-20 
  1.00000   4.26183e-24 2.51499e-23 4.16815e-22 1.92886e-21 4.81360e-21 6.21483e-21 9.45106e-21 6.02151e-20 
 10.00000   1.01793e-23 3.73037e-23 7.03884e-22 1.99244e-21 2.85155e-21 4.77165e-21 1.38475e-20 2.25261e-20 
100.00000   1.11702e-23 1.99429e-23 5.02502e-22 1.65567e-21 3.11852e-21 3.40519e-21 3.68400e-21 3.92164e-21 

         14
          350.0
  0.00001   5.63933e-28 1.44528e-26 2.55108e-25 1.42653e-23 2.24289e-22 5.62948e-22 3.72304e-21 3.07174e-20 
  0.00010   4.64039e-27 7.65802e-26 8.09371e-25 2.37803e-23 2.82718e-22 6.54072e-22 3.88383e-21 3.07786e-20 
  0.00100   3.84653e-26 4.79694e-25 4.23326e-24 7.29555e-23 5.61259e-22 1.19559e-21 5.28082e-21 3.39598e-20 
  0.01000   3.27482e-25 3.43642e-24 2.86691e-23 3.37626e-22 1.92618e-21 3.48027e-21 1.19208e-20 6.70940e-20 
  0.10000   2.48484e-24 2.09780e-23 1.75403e-22 1.28295e-21 5.13462e-21 8.41108e-21 2.49861e-20 1.10935e-19 
  1.00000   1.16123e-23 7.03432e-23 7.07100e-22 3.10532e-21 7.66461e-21 9.65350e-21 1.46802e-20 8.46314e-20 
 10.00000   2.51442e-23 1.03933e-22 1.31335e-21 3.04159e-21 4.54972e-21 6.58842e-21 1.99567e-20 3.49259e-20 
100.00000   3.07022e-23 5.92024e-23 9.30585e-22 2.54179e-21 5.04705e-21 5.59732e-21 6.14489e-21 6.58242e-21 

         14
          400.0
  0.00001   1.58818e-27 3.96567e-26 9.42971e-25 4.91707e-23 6.62577e-22 1.53789e-21 8.33547e-21 5.81154e-20 
  0.00010   1.28312e-26 1.98977e-25 2.24831e-24 6.71830e-23 7.40384e-22 1.63817e-21 8.49209e-21 5.85101e-20 
  0.00100   1.05340e-25 1.17110e-24 9.32358e-24 1.58400e-22 1.19022e-21 2.49464e-21 1.02349e-20 6.09385e-20 
  0.01000   8.80305e-25 7.94203e-24 5.72218e-23 6.30906e-22 3.39986e-21 6.11029e-21 1.87785e-20 9.17853e-20 
  0.10000   6.33083e-24 4.79145e-23 3.18515e-22 2.14336e-21 7.95124e-21 1.26102e-20 3.35945e-20 1.38928e-19 
  1.00000   2.73297e-23 1.56562e-22 1.06590e-21 4.41777e-21 1.06007e-20 1.34754e-20 1.98026e-20 1.05387e-19 
 10.00000   5.45872e-23 2.30019e-22 2.02397e-21 4.17996e-21 7.13785e-21 8.32019e-21 2.53876e-20 4.71521e-20 
100.00000   6.71024e-23 1.34834e-22 1.45593e-21 3.48139e-21 7.17187e-21 8.06359e-21 8.98145e-21 9.69144e-21 

         14
          600.0
  0.00001   1.96906e-26 5.70723e-25 3.02191e-23 1.18889e-21 8.99052e-21 1.62163e-20 5.07345e-20 2.27581e-19 
  0.00010   1.48110e-25 2.11737e-24 4.20082e-23 1.23539e-21 9.08187e-21 1.63174e-20 5.08176e-20 2.27122e-19 
  0.00100   1.20014e-24 1.09374e-23 9.64802e-23 1.59495e-21 9.88464e-21 1.71914e-20 5.23622e-20 2.24403e-19 
  0.01000   9.89212e-24 6.71098e-23 3.77622e-22 3.50969e-21 1.52104e-20 2.39701e-20 5.97706e-20 2.10372e-19 
  0.10000   6.96089e-23 3.38015e-22 1.55999e-21 8.20747e-21 2.34635e-20 3.40282e-20 6.93113e-20 1.97771e-19 
  1.00000   2.56464e-22 9.41815e-22 3.50696e-21 1.11400e-20 2.17696e-20 2.69381e-20 4.22353e-20 1.40623e-19 
 10.00000   4.15348e-22 1.26029e-21 5.13690e-21 9.88220e-21 1.67254e-20 2.06908e-20 3.76552e-20 8.25095e-20 
100.00000   4.17670e-22 8.88169e-22 3.80286e-21 7.52335e-21 1.54215e-20 1.78472e-20 2.06812e-20 2.28987e-20 

         15
          100.0
  0.00001   9.73597e-39 7.89820e-38 3.69124e-36 5.31403e-34 4.70076e-33 9.10303e-33 4.24399e-32 1.82128e-30 
  0.00010   9.61233e-38 7.55342e-37 2.90764e-35 4.40917e-33 2.93417e-32 5.89102e-32 2.29592e-31 7.14120e-30 
  0.00100   9.47365e-37 7.31989e-36 2.47755e-34 4.00170e-32 2.39853e-31 4.78493e-31 1.68476e-30 5.53270e-29 
  0.01000   9.25192e-36 6.90556e-35 1.92100e-33 3.61399e-31 2.02616e-30 4.02546e-30 1.35677e-29 3.83026e-28 
  0.10000   8.29454e-35 5.25361e-34 1.09676e-32 3.27677e-30 1.59028e-29 3.08309e-29 9.38366e-29 6.50650e-28 
  1.00000   5.58656e-34 1.53963e-33 2.17757e-32 2.01175e-29 5.57189e-29 7.42931e-29 1.15250e-28 1.87002e-28 
 10.00000   8.58362e-34 1.64430e-33 5.38111e-32 2.32018e-29 5.43868e-29 6.04064e-29 6.75197e-29 7.32522e-29 
100.00000   3.18750e-34 5.00183e-34 1.22164e-31 8.32889e-30 1.57446e-29 1.73664e-29 1.94905e-29 2.20646e-29 

         15
          150.0
  0.00001   1.17693e-34 9.20135e-34 2.79541e-32 6.96916e-31 9.85256e-30 2.75407e-29 2.27340e-28 4.75725e-27 
  0.00010   1.09723e-33 8.16534e-33 1.99231e-31 4.41206e-30 4.01717e-29 8.97728e-29 4.06301e-28 7.63694e-27 
  0.00100   1.04606e-32 7.48147e-32 1.58866e-30 3.31229e-29 2.32231e-28 4.26246e-28 1.54498e-27 3.07965e-26 
  0.01000   9.92351e-32 6.78465e-31 1.20952e-29 2.67959e-28 1.51571e-27 2.58605e-27 8.25083e-27 2.26123e-25 
  0.10000   8.27016e-31 5.09968e-30 7.80481e-29 1.68670e-27 9.56041e-27 1.68559e-26 5.25757e-26 3.86278e-25 
  1.00000   5.29290e-30 1.97955e-29 1.66241e-28 1.15957e-26 3.07890e-26 4.16344e-26 6.56861e-26 1.00196e-25 
 10.00000   1.03750e-29 2.17112e-29 3.32650e-28 1.70565e-26 2.82439e-26 2.97284e-26 3.13312e-26 3.23109e-26 
100.00000   6.38228e-30 7.81242e-30 3.94250e-28 7.45359e-27 1.16299e-26 1.25254e-26 1.37589e-26 1.52331e-26 

         15
          200.0
  0.00001   1.55710e-32 1.24511e-31 2.16642e-30 5.80306e-29 9.40443e-28 3.20616e-27 3.12991e-26 3.31056e-25 
  0.00010   1.47194e-31 1.01761e-30 1.48484e-29 2.29002e-28 2.43031e-27 5.87507e-27 4.08317e-26 3.79809e-25 
  0.00100   1.37563e-30 8.67215e-30 1.10974e-28 1.31748e-27 9.85236e-27 2.03409e-26 8.01282e-26 9.53620e-25 
  0.01000   1.26189e-29 7.47610e-29 8.53567e-28 9.05392e-27 5.19126e-26 9.18326e-26 2.60817e-25 5.03701e-24 
  0.10000   9.97876e-29 5.30375e-28 5.57875e-27 4.67777e-26 2.38812e-25 3.83895e-25 1.26759e-24 9.07741e-24 
  1.00000   5.54694e-28 2.26244e-27 1.34190e-26 2.42177e-25 7.29953e-25 9.95581e-25 1.53921e-24 2.30880e-24 
 10.00000   1.03738e-27 2.59221e-27 2.83209e-26 4.26301e-25 5.88298e-25 6.03228e-25 6.13648e-25 6.20586e-25 
100.00000   7.92605e-28 1.09517e-27 2.20325e-26 2.09350e-25 3.00542e-25 3.21920e-25 3.50373e-25 3.87470e-25 

         15
          250.0
  0.00001   3.33609e-31 2.67194e-30 3.46172e-29 1.51275e-27 2.46993e-26 8.34312e-26 6.36787e-25 4.63822e-24 
  0.00010   3.16768e-30 2.06905e-29 1.88472e-28 3.70594e-27 4.03472e-26 1.06576e-25 7.02189e-25 4.88910e-24 
  0.00100   2.99617e-29 1.65027e-28 1.27067e-27 1.55962e-26 1.22343e-25 2.48089e-25 1.11403e-24 8.43018e-24 
  0.01000   2.69513e-28 1.35649e-27 9.72761e-27 9.33843e-26 4.80135e-25 8.87465e-25 2.71654e-24 3.14258e-23 
  0.10000   2.03659e-27 9.12447e-27 6.49286e-26 4.19568e-25 1.65079e-24 2.53705e-24 8.22541e-24 5.89879e-23 
  1.00000   1.02204e-26 3.73565e-26 1.80571e-25 1.63532e-24 4.83104e-24 6.46809e-24 1.00840e-23 1.48996e-23 
 10.00000   1.72450e-26 4.53545e-26 3.79827e-25 2.77046e-24 3.35533e-24 3.38830e-24 3.43266e-24 3.47338e-24 
100.00000   1.49319e-26 2.14040e-26 2.53363e-25 1.46745e-24 1.99868e-24 2.13289e-24 2.32467e-24 2.58290e-24 

         15
          300.0
  0.00001   2.78655e-30 1.96291e-29 3.13496e-28 1.99245e-26 2.81359e-25 8.66245e-25 5.06948e-24 3.14132e-23 
  0.00010   2.68093e-29 1.57373e-28 1.37147e-27 3.29348e-26 3.58802e-25 9.70285e-25 5.25631e-24 3.16873e-23 
  0.00100   2.57129e-28 1.24155e-27 7.53220e-27 9.91394e-26 7.57636e-25 1.58126e-24 6.68182e-24 3.90792e-23 
  0.01000   2.35137e-27 9.83110e-27 5.09236e-26 4.85373e-25 2.49400e-24 4.27637e-24 1.36224e-23 1.03707e-22 
  0.10000   1.73178e-26 6.40095e-26 3.10968e-25 1.97236e-24 6.23110e-24 9.93377e-24 2.93515e-23 1.94860e-22 
  1.00000   7.87053e-26 2.35742e-25 9.46941e-25 5.59924e-24 1.67231e-23 2.22152e-23 3.44352e-23 5.06582e-23 
 10.00000   1.26254e-25 2.96867e-25 2.03369e-24 9.26434e-24 1.01790e-23 1.03155e-23 1.05179e-23 1.06934e-23 
100.00000   1.12133e-25 1.59648e-25 1.32047e-24 5.16719e-24 6.77221e-24 7.22502e-24 7.88729e-24 8.84020e-24 

         15
          350.0
  0.00001   1.27516e-29 7.73167e-29 1.78228e-27 1.53365e-25 1.84475e-24 4.96123e-24 2.26717e-23 1.16904e-22 
  0.00010   1.23063e-28 6.34400e-28 6.58877e-27 1.97264e-25 2.04867e-24 5.17200e-24 2.29357e-23 1.17330e-22 
  0.00100   1.19198e-27 5.21356e-27 3.16947e-26 4.37704e-25 3.26574e-24 6.88310e-24 2.59726e-23 1.26869e-22 
  0.01000   1.11677e-26 4.11117e-26 1.89226e-25 1.71464e-24 8.60863e-24 1.45941e-23 4.43847e-23 2.64184e-22 
  0.10000   8.52167e-26 2.61884e-25 1.01823e-24 6.05688e-24 1.83119e-23 2.69629e-23 7.19255e-23 4.43189e-22 
  1.00000   3.62480e-25 9.03832e-25 3.08797e-24 1.31631e-23 4.20380e-23 5.39407e-23 8.05499e-23 1.18673e-22 
 10.00000   5.83791e-25 1.15056e-24 6.51054e-24 2.06515e-23 2.21106e-23 2.25091e-23 2.30181e-23 2.35564e-23 
100.00000   5.02789e-25 6.88805e-25 4.32901e-24 1.23462e-23 1.57842e-23 1.68515e-23 1.84722e-23 2.09039e-23 

         15
          400.0
  0.00001   4.00894e-29 2.21489e-28 7.22956e-27 7.68340e-25 7.76814e-24 1.85276e-23 7.07810e-23 3.08251e-22 
  0.00010   3.88139e-28 1.80372e-27 2.29251e-26 8.79985e-25 8.08312e-24 1.87999e-23 7.09923e-23 3.07741e-22 
  0.00100   3.76074e-27 1.50898e-26 1.01963e-25 1.53316e-24 1.06690e-23 2.22091e-23 7.58403e-23 3.15894e-22 
  0.01000   3.57987e-26 1.23144e-25 5.57042e-25 4.85798e-24 2.29059e-23 3.84382e-23 1.07635e-22 5.37251e-22 
  0.10000   2.77081e-25 7.65908e-25 2.68210e-24 1.48799e-23 4.20154e-23 5.94303e-23 1.44695e-22 7.99624e-22 
  1.00000   1.18467e-24 2.61371e-24 7.24278e-24 2.62686e-23 8.03526e-23 1.03188e-22 1.50755e-22 2.19883e-22 
 10.00000   1.96957e-24 3.17677e-24 1.49301e-23 3.66759e-23 3.94404e-23 4.02180e-23 4.12761e-23 4.21807e-23 
100.00000   1.62390e-24 2.08912e-24 1.05331e-23 2.33889e-23 2.95671e-23 3.16368e-23 3.48535e-23 3.98091e-23 

         15
          600.0
  0.00001   5.76058e-28 3.35240e-27 2.73028e-25 3.73192e-23 2.34184e-22 4.12975e-22 1.02618e-21 2.81794e-21 
  0.00010   5.54519e-27 2.57647e-26 5.18310e-25 3.82305e-23 2.35043e-22 4.13445e-22 1.02630e-21 2.81650e-21 
  0.00100   5.34267e-26 2.08731e-25 1.73917e-24 4.45308e-23 2.42291e-22 4.17497e-22 1.02666e-21 2.80374e-21 
  0.01000   5.09322e-25 1.72549e-24 8.74462e-24 7.82244e-23 2.97931e-22 4.57748e-22 9.81533e-22 2.76012e-21 
  0.10000   4.14762e-24 1.14402e-23 3.59280e-23 1.44947e-22 3.27590e-22 4.23189e-22 7.79376e-22 2.73642e-21 
  1.00000   1.84764e-23 3.21906e-23 6.39360e-23 1.62554e-22 3.21221e-22 4.21653e-22 6.19028e-22 8.62250e-22 
 10.00000   3.19962e-23 3.78099e-23 8.99657e-23 1.66054e-22 1.85453e-22 1.92010e-22 2.12332e-22 2.86850e-22 
100.00000   2.44898e-23 2.95784e-23 7.41559e-23 1.12711e-22 1.49348e-22 1.61719e-22 1.80359e-22 2.08348e-22 

         16
          100.0
  0.00001   3.16280e-38 2.17024e-36 1.03782e-35 1.36574e-34 1.16734e-33 2.95913e-33 3.10681e-32 7.91663e-31 
  0.00010   3.08772e-37 2.07786e-35 9.83877e-35 1.14486e-33 7.47657e-33 1.58126e-32 1.09140e-31 1.15453e-30 
  0.00100   3.04983e-36 2.01126e-34 9.55340e-34 1.03225e-32 5.81370e-32 1.13471e-31 6.37083e-31 5.85438e-30 
  0.01000   2.93240e-35 1.94013e-33 9.13620e-33 8.49420e-32 4.05154e-31 7.64168e-31 3.97556e-30 2.80352e-29 
  0.10000   2.56052e-34 1.62106e-32 7.47146e-32 5.92496e-31 2.35869e-30 3.61059e-30 7.66043e-30 1.71551e-29 
  1.00000   1.21270e-33 1.00644e-31 4.39144e-31 1.18607e-30 1.78303e-30 2.07734e-30 3.66606e-30 8.39725e-30 
 10.00000   1.70734e-33 1.55505e-31 4.81599e-31 7.33638e-31 2.34737e-30 2.92789e-30 3.90178e-30 4.83902e-30 
100.00000   1.74412e-33 4.86083e-32 1.09653e-31 4.74766e-31 1.11307e-30 1.30085e-30 1.58328e-30 1.84061e-30 

         16
          150.0
  0.00001   2.37956e-34 2.55324e-33 1.85127e-32 3.48773e-31 4.63932e-30 1.52631e-29 2.50133e-28 7.14184e-27 
  0.00010   2.24535e-33 2.33133e-32 1.51820e-31 2.19259e-30 1.81387e-29 4.22926e-29 3.47267e-28 7.46452e-27 
  0.00100   2.14539e-32 2.17547e-31 1.35605e-30 1.61188e-29 9.73458e-29 1.99254e-28 9.35762e-28 1.12185e-26 
  0.01000   2.03169e-31 2.06255e-30 1.22587e-29 1.22799e-28 6.60368e-28 1.25953e-27 4.55682e-27 3.20857e-26 
  0.10000   1.75281e-30 1.79015e-29 9.73233e-29 7.36737e-28 2.66015e-27 4.03967e-27 8.40208e-27 4.38342e-26 
  1.00000   9.93624e-30 1.06713e-28 4.20190e-28 1.53639e-27 3.51392e-27 4.82117e-27 9.38473e-27 2.04480e-26 
 10.00000   1.35552e-29 1.85888e-28 3.58404e-28 2.21937e-27 4.99879e-27 5.62889e-27 6.87951e-27 7.78389e-27 
100.00000   9.87572e-30 7.01198e-29 1.58143e-28 1.38365e-27 2.45796e-27 2.70975e-27 3.05597e-27 3.34954e-27 

         16
          200.0
  0.00001   2.44307e-32 1.70750e-31 1.41317e-30 4.19002e-29 5.85882e-28 2.28756e-27 3.94828e-26 7.52448e-25 
  0.00010   2.29431e-31 1.45806e-30 9.98227e-30 1.59930e-28 1.45615e-27 3.79116e-27 4.41050e-26 7.59873e-25 
  0.00100   2.13832e-30 1.28936e-29 7.91081e-29 9.48618e-28 6.05271e-27 1.28547e-26 7.47963e-26 8.23166e-25 
  0.01000   1.97942e-29 1.14722e-28 6.69305e-28 6.45115e-27 3.34817e-26 6.44971e-26 2.17571e-25 1.43875e-24 
  0.10000   1.62918e-28 9.26506e-28 4.84256e-27 3.59189e-26 1.19245e-25 1.61338e-25 3.17936e-25 2.27691e-24 
  1.00000   8.29951e-28 4.61320e-27 1.83495e-26 7.36605e-26 1.76821e-25 2.55173e-25 4.73446e-25 9.94056e-25 
 10.00000   1.29156e-27 6.95931e-27 1.71751e-26 1.20056e-25 2.22011e-25 2.32536e-25 2.74830e-25 2.92780e-25 
100.00000   8.40500e-28 3.16066e-27 1.04495e-26 7.14007e-26 1.09740e-25 1.17774e-25 1.28166e-25 1.36632e-25 

         16
          250.0
  0.00001   4.61804e-31 3.00421e-30 2.77716e-29 1.19626e-27 1.64139e-26 6.30160e-26 8.53889e-25 1.04550e-23 
  0.00010   4.40607e-30 2.43927e-29 1.59694e-28 3.12497e-27 2.62454e-26 7.73175e-26 9.01069e-25 1.04997e-23 
  0.00100   4.17040e-29 2.04699e-28 1.10379e-27 1.33604e-26 8.59378e-26 1.97274e-25 1.27562e-24 1.10213e-23 
  0.01000   3.86235e-28 1.76006e-27 8.62877e-27 8.24192e-26 4.13059e-25 7.89111e-25 2.71560e-24 1.53350e-23 
  0.10000   2.99275e-27 1.36002e-26 5.92060e-26 4.18418e-25 1.37809e-24 1.88026e-24 3.41678e-24 2.34840e-23 
  1.00000   1.44267e-26 6.24870e-26 2.25274e-25 7.59584e-25 1.93096e-24 2.72212e-24 4.82705e-24 9.83357e-24 
 10.00000   2.19621e-26 7.75495e-26 2.56228e-25 1.26628e-24 2.02332e-24 2.11663e-24 2.38170e-24 2.49604e-24 
100.00000   1.41737e-26 4.24172e-26 1.56346e-25 7.42514e-25 1.04503e-24 1.10319e-24 1.17540e-24 1.23248e-24 

         16
          300.0
  0.00001   3.77827e-30 2.13796e-29 2.51803e-28 1.51010e-26 1.88033e-25 7.16188e-25 7.21367e-24 6.15301e-23 
  0.00010   3.61458e-29 1.80735e-28 1.21800e-27 2.77258e-26 2.33415e-25 7.91925e-25 7.39054e-24 6.16224e-23 
  0.00100   3.44682e-28 1.48139e-27 7.34543e-27 9.23745e-26 5.66747e-25 1.35851e-24 8.71978e-24 6.29441e-23 
